110theta,110intensity,200theta,200intensity,211theta,211intensity,220theta,220intensity,310theta,310intensity,222theta,222intensity
19.462,533.333333,27.962,220.833333,34.462,329.166667,40.462,137.5,45.462,79.166667,49.962,108.333333
19.464,554.166667,27.964,225,34.464,283.333333,40.464,87.5,45.464,112.5,49.964,91.666667
19.466,604.166667,27.966,187.5,34.466,308.333333,40.466,187.5,45.466,66.666667,49.966,87.5
19.468,770.833333,27.968,275,34.468,304.166667,40.468,150,45.468,62.5,49.968,70.833333
19.47,550,27.97,258.333333,34.47,345.833333,40.47,187.5,45.47,83.333333,49.97,137.5
19.472,562.5,27.972,275,34.472,325,40.472,175,45.472,133.333333,49.972,137.5
19.474,512.5,27.974,212.5,34.474,312.5,40.474,141.666667,45.474,66.666667,49.974,116.666667
19.476,920.833333,27.976,245.833333,34.476,295.833333,40.476,212.5,45.476,108.333333,49.976,104.166667
19.478,554.166667,27.978,233.333333,34.478,291.666667,40.478,158.333333,45.478,58.333333,49.978,120.833333
19.48,608.333333,27.98,258.333333,34.48,262.5,40.48,183.333333,45.48,112.5,49.98,79.166667
19.482,545.833333,27.982,225,34.482,404.166667,40.482,191.666667,45.482,125,49.982,150
19.484,775,27.984,204.166667,34.484,287.5,40.484,183.333333,45.484,79.166667,49.984,129.166667
19.486,645.833333,27.986,229.166667,34.486,320.833333,40.486,170.833333,45.486,79.166667,49.986,95.833333
19.488,587.5,27.988,250,34.488,300,40.488,141.666667,45.488,87.5,49.988,100
19.49,558.333333,27.99,262.5,34.49,220.833333,40.49,141.666667,45.49,100,49.99,108.333333
19.492,687.5,27.992,279.166667,34.492,320.833333,40.492,154.166667,45.492,100,49.992,104.166667
19.494,670.833333,27.994,233.333333,34.494,300,40.494,204.166667,45.494,95.833333,49.994,120.833333
19.496,683.333333,27.996,200,34.496,270.833333,40.496,108.333333,45.496,112.5,49.996,133.333333
19.498,583.333333,27.998,233.333333,34.498,345.833333,40.498,116.666667,45.498,87.5,49.998,120.833333
19.5,637.5,28,237.5,34.5,337.5,40.5,191.666667,45.5,66.666667,50,79.166667
19.502,662.5,28.002,258.333333,34.502,312.5,40.502,175,45.502,100,50.002,162.5
19.504,666.666667,28.004,225,34.504,291.666667,40.504,154.166667,45.504,120.833333,50.004,95.833333
19.506,554.166667,28.006,208.333333,34.506,266.666667,40.506,129.166667,45.506,70.833333,50.006,116.666667
19.508,654.166667,28.008,245.833333,34.508,220.833333,40.508,125,45.508,66.666667,50.008,133.333333
19.51,683.333333,28.01,237.5,34.51,370.833333,40.51,137.5,45.51,95.833333,50.01,91.666667
19.512,695.833333,28.012,250,34.512,395.833333,40.512,133.333333,45.512,95.833333,50.012,70.833333
19.514,629.166667,28.014,354.166667,34.514,312.5,40.514,183.333333,45.514,100,50.014,112.5
19.516,650,28.016,225,34.516,287.5,40.516,204.166667,45.516,79.166667,50.016,100
19.518,741.666667,28.018,337.5,34.518,250,40.518,195.833333,45.518,79.166667,50.018,116.666667
19.52,691.666667,28.02,208.333333,34.52,308.333333,40.52,141.666667,45.52,79.166667,50.02,66.666667
19.522,675,28.022,270.833333,34.522,350,40.522,154.166667,45.522,87.5,50.022,108.333333
19.524,595.833333,28.024,266.666667,34.524,308.333333,40.524,112.5,45.524,104.166667,50.024,145.833333
